Title,Price,Address,Bathroom,Room,Furnished,Pet Allowed
condo 4 1/2 a Louer,$1300.00,7627 18e Ave Montréal QC H2A 2N5 Canada,1,Unknown,Non,Non
Recherché :Recherche un 3 1/2 a louer budget de 700 $ sur Hochelaga,$700.00, Montréal J4Z 2V6 QC Canada,1,Unknown,Non,Non
Recherché :Recherché: Saint-Henri ou NDG 4 1/2 ou 5 1/2,$1800.00, Saint-Henri H4C 1S7 QC,1,Unknown,Non,Non
Recherché :Recherche appartement lasalle,$600.00,LaSalle QC H8N 1K8 Canada,1,Unknown,Non,Non
2 Bedroom Loft-Style Rental Apartment,$2250.00,1009 Rue De Bleury Montreal QC H2Z 0A3,1,Unknown,Non,Non
Metro Fabre 5 1/2 Février - February,$1300.00,7034 Marquette Montreal h2e 2c7 QC,1,Unknown,Non,Non
Logement à louer,$980.00,6124 Rue de Cadillac Montréal QC H1M 2L8 Canada,1,Unknown,Non,Non
Room for rent NDG ouest for the Winter,$380.00, Montréal H4v 2k1 QC Canada,1,1,Oui,Non
4 1/2 sur Deux Étages Marché Atwater Métro Lionel-Groulx,$1600.00,2482 Rue Coursol Montréal QC H3J 1E1 Canada,1,Unknown,Non,Limité
FURNISHED ROOM / VILLERAY / JARRY,$600.00,559 Rue Gounod Montréal QC H2R 1C1 Canada,Unknown,Unknown,Oui,Non
TRÈS BEAU 3 1/2 PLATEAU MONT-ROYAL LIBRE 1er DÉCEMBRE,$1350.00,4086 Rue Saint-Denis Montréal QC H2W 2M5 Canada,1,1,Oui,Non
1550 Docteur-Penfield - 4 ½,$1800.00,1550 av. Docteur-Penfield Montréal QC H3G 1C2,2,Unknown,Non,Oui
1 1/2 downtown FURNISHED APARTMENT McGill,$799.00,3435-3441 JEANNE MANCE Montreal QC H2X 2J7,1,Unknown,Oui,Non
APPARTEMENT RÉNOVÉ - Grand 4 ½,$1620.00,3500 rue de la Montagne Montréal QC H3G 2A6,1,Unknown,Non,Non
Super 4-1/2 Côte-Saint-Luc / Cavendish Meublé/Furnished,$1600.00,5510 Robinson Côte Saint-Luc QC H4V 2P5,1,2,Unknown,Non
LOGEMENT 4 1/2 À LOUER PRÈS MÉTRO MONK - DANIEL 514 824-2651,$1200.00,1844 Rue Allard Montréal QC H4E 2K6 Canada,1,Unknown,Non,Non
Room for rent,$500.00,H2E2Y5 Canada,Unknown,Unknown,Oui,Non
Coloc 8 pers femme de ménage 50m du métro,$650.00,302 Rue Galt Verdun QC H4G 2P4 Canada,Unknown,Unknown,Oui,Non
1 CH - 1 SDB - Deux-Montagnes - $810 /mo,$810.00,2400 Chemin d'Oka Deux-Montagnes QC J7R 1P1,1,Unknown,Non,Non
2 CH - 1 SDB - Montréal - $2 200 /mo,$2200.00,3510 Rue de la Montagne Montréal QC H3G 2A6,1,Unknown,Non,Non
1 CH - 1 SDB - Deux-Montagnes - $825 /mo,$825.00,2400 Chemin d'Oka Deux-Montagnes QC J7R 1P1,1,Unknown,Non,Non
1 CH - 1 SDB - Montréal - $1 365 /mo,$1365.00,1570 Rue Saint-Timothée Montréal QC H2L 3N9,1,Unknown,Oui,Non
Recherché :JE CHERCHE UNE COLOC JAI UNE CHAMBRE A LOUER,$475.00,woodland ville emard h4e2h9 QC Canada,Unknown,Unknown,Oui,Non
Logement 7/2 a Louer - Plateau,$2200.00,Rue l'Esplenade Montreal H2T 2Y5 QC,1,Unknown,Non,Non
welcome Verdun live work in a quiet fresh space max storage,$1400.00,352 1re Avenue Verdun QC H4G 2V6 Canada,1,Unknown,Non,Non
Room available in plateau apartment,$425.00, Montréal H2W 1V6 QC Canada,Unknown,Unknown,Non,Non
Beautiful furnished room near Snowdon metro & UdeM/HEC/Poly,$700.00,4702 Chemin Queen Mary Montréal QC H3W 1W8 Canada,Unknown,Unknown,Oui,Non
Grand 5 1/2 à l'étage du haut illuminé à deux pas de Masson!,$1590.00,5558 3e Av Montréal QC H1Y 2W6 Canada,1,Unknown,Oui,Limité
3 1/2 Ville St-Laurent,$950.00,1854 Rue Patricia Saint-Laurent QC H4L 2X7 Canada,1,Unknown,Non,Limité
Stationnement a louer rue Paris Montreal Nord,$350.00,H1H4K8 Canada,Unknown,Unknown,Unknown,Unknown
Place Kingsley Apartments: Apartment for rent in Cote Saint-Luc,$1030.00,5550 Trent Ave Côte-Saint-Luc QC H4W 2B9,1,Unknown,Non,Oui
Bureaux à Louer / Offices for Rent,$Surdemande, MONTREAL-EST H1E 1P8 QC Canada H1E1P8 QC,Unknown,Unknown,Non,Unknown
Room for rent in a 4 1/2 in Hochelaga,$580.00, H1W 3K5 Montreal QC Canada,Unknown,Unknown,Oui,Oui
January 2020! Furnished near McGill - All Inclusive + WIFI!,$925.00,1430 rue City Councillors Montreal QC H3B 1B4,2,Unknown,Oui,Non
Summer Short Term - Student Rooms -Furnished & WIFI,$725.00,1430 rue City Councillors Montreal QC H3B 1B4,Unknown,Unknown,Oui,Non
4 1/2 Saint-Henri - Sécuritaire et bien localisé/Canal Lachine,$1999.00,3655 Rue des Lacquiers Montréal QC H4C 3P4 Canada,1,Unknown,Oui,Limité
VILLAGE- 1 CHAMBRE @ VSL -514-856-0038,$850.00,975 Du Ruisseau Saint Laurent QC H4L 1E2,1,Unknown,Non,Oui
LUXURY Brand New Large Corner Studio at Tours Des Canadiens 2,$1395.00,1188 Rue Saint-Antoine O Montréal QC H3C 1B4 Canada,1,Unknown,Non,Non
BONNE OCCASION ! GARAGE À LOUER 1000 pc,$650.00,7320 Avenue Christophe-Colomb H2R 2S6 Montréal QC,Unknown,Unknown,Unknown,Unknown
MAISON A LOUER/Montréal Est ( CHIEN /CHAT OK),$2000.00,4280 Rue Beaubien E Montréal QC H1T 1S6 Canada,2,Unknown,Non,Oui
McGill Students - All Inclusive + WIFI! Leasing for Spring 2020!,$940.00,1430 rue City Councillors Montreal QC H3B 1B4,2,Unknown,Oui,Non
CH. MEUBLÉES- 6½-COLOC55-SNOWDON-ÉTUDIANT/STAGIARE- LIBRE,$450.00, Montreal H3W3A7 QC Canada,Unknown,Unknown,Oui,Non
Stationnement & Entrepôt / Parking & Storage (514-494-7816),$Surdemande, Montreal Quebec Canada H1E1P8 QC,Unknown,Unknown,Non,Unknown
Griffintown 1 Bedroom Loft-Style Luxury Rental,$1405.00,305 de la Montagne Street Montreal QC H3C 0R6,1,Unknown,Non,Oui
Recherché :Wanted: wanted: furnished room in Guelph for January 2020,$500.00, Montreal H1M3N3 NB Canada,Unknown,Unknown,Oui,Oui
4 et demi Plateau Mont Royal 4 1/2 ... 1400$,$1400.00,Avenue Henri-Julien Montréal QC H2W 2K4 Canada,1,Unknown,Oui,Non
Studio Loft Vieux (Old) Montréal – Sous-location (Sublet),$1500.00,204 Rue de l'Hôpital Montréal QC H2Y 1V8 Canada,1,Studio,Oui,Oui
À louer/ For rent spacious 5 1/2 LaSalle,$1400.00,Montreal QC H8P Canada,1,Unknown,Non,Non
MILE-EX SUPERBE LOFT/ BUREAU 6395 ST-LAURENT (BEAUBIEN),$1850.00,6395 Boul St-Laurent Montréal QC H2S 3C3 Canada,Unknown,Unknown,Non,Unknown
Lovely Furnished 2 BR in Village. 4 1/2 Everything Included.,$1825.00,1572 Rue Saint-André Montréal QC H2L 3T6 Canada,1,2,Oui,Non
Grande chambre meublée Court À Moyen Terme Metro Beaubien,$210.00,Montréal QC H2S 2C9 Canada,Unknown,Unknown,Oui,Non
Cession de bail au métro Frontenac pour Janvier 2020 (MEUBLÉ),$1545.00,Dufresne Montréal H2K 3K4 QC,1,Unknown,Oui,Non
Grand 6 1/2 - Plateau - pour le 15 décembre,$1460.00,Rue Fullum Montréal QC H2H 2J5 Canada,1,Unknown,Non,Limité
Grand 5 1/2 sur le Plateau 1250 p.c. – CÉDAGE DE BAIL,$1523.00, Montreal H2L 3W2 QC Canada,1,Unknown,Non,Limité
5 1/2 Tout inclus libre maintenant,$1550.00,Avenue Bellevois Montréal-Nord QC H1H 3E2 Canada,1,Unknown,Non,Non
Cession de bail - 1 chambre dans un 6 1/2,$563.00,Rue de Champlain Montréal QC H2L 2R9 Canada,Unknown,Unknown,Oui,Unknown
LACHINE FURNISHED►WIFI ROOM►CHAMBRE ⚫️ * CALM-QUIET. DECEMBER,$515.00, LACHINE H8S3E3 QC Canada,Unknown,Unknown,Oui,Non
Appartement sous-sol 3 1/2 à louer dans Ahunstic-Cartierville,$850.00,2254 Place Eugène Rouillard Montréal QC H3M 3C6 Canada,1,Unknown,Oui,Non
BUREAUX À LOUER MONTRÉAL À PARTIR 1100$ /MOIS,$Surdemande,1 René-Lévesque Montréal QC H2X 3Z5,Unknown,Unknown,Non,Unknown
SALLE DE CONFÉRENCE À LOUER MONTRÉAL À PARTIR 50$/H,$Surdemande,1 René-Lévesque Montréal QC H2X 3Z5,Unknown,Unknown,Non,Unknown
Furnished Condo For Rent - Hydro Internet Locker Included,$2200.00,Rue Rufus Rockhead Montréal QC H3J Canada,1,Unknown,Oui,Non
LUXURY Brand New Large Corner Studio at Tours Des Canadiens 2,$1395.00,1188 Rue Saint-Antoine O Montréal QC H3C 1B4 Canada,1,Unknown,Non,Non
ST-LEONARD-ANJOU-RDP - APP/CONDO 4½ NON-MEUBLÉ,$Surdemande,6060 Jean Talon Est St-Léonard QC H1S 3A9,2,Unknown,Non,Non
BUREAU À SAINT LAUREANT MÉTRO CÔTE VERTU,$335.00,1622 Barré Saint Laurent QC H4L 4M8,Unknown,Unknown,Non,Unknown
Grand 3 ½ NEUF à louer dans Villeray quartier Saint Michel,$1100.00, Montréal H1Z2C2 QC Canada,1,Unknown,Non,Limité
BUREAUX OUVERT À LOUER MONTRÉAL À PARTIR 375$,$375.00,1 René-Lévesque Montréal QC H2X 3Z5,Unknown,Unknown,Non,Unknown
BUREAU À LOUER CENTRE D'AFFAIRES LE 1 RENÉ-LÉVESQUE,$Surdemande,1 René-Lévesque Montréal QC H2X 3Z5,Unknown,Unknown,Non,Unknown
Plateau : Superbe chambre à Louer coin Laurier et Papineau!,$590.00,5065 Papineau H2L 1J1 MONTREAL QC,Unknown,Unknown,Oui,Non
Charmant appartement à Villeray,$1375.00,Rue Foucher Montréal QC H2R 2K9 Canada,1,1,Oui,Non
Spacious room in the heart of the Plateau. December 1st 660,$660.00, H2H 1R5 Montreal QC Canada,Unknown,Unknown,Oui,Oui
downtown Centre Ville McGill condo 31/2 one bedroom,$1550.00,1724 cedar montreal QC H3G 1A4,1,Unknown,Non,Non
Downtown Centre Ville studio 2 bedrooms 41/2 Mc Gill Town house,$1950.00,1724 cedar montreal QC H3G 1A4,1,Unknown,Non,Non
downtown Centre Ville McGill condo 21/2 studio,$1450.00,1724 cedar montreal QC H3G 1A4,1,Unknown,Non,Non
Recherche colocataire lachine: 4 et demi 350$ ROOMATE IN LACHINE,$350.00,955 5e Avenue Lachine QC H8S 2W6 Canada,Unknown,Unknown,Non,Oui
chambre à louer,$300.00,3660 Rue Masson Montréal QC H1X 1S5 Canada,Unknown,Unknown,Oui,Non
NDG an upper with 4 bedrooms + den 1950$ unheated,$1950.00,Av Old Orchard Montréal QC H4A 3A7 Canada,1,Unknown,Non,Non
3 1/2 neuf et luxueux à Griffintown - Livraison avril 2020,$1570.00,1310 rue Ottawa Montréal QC H3C 2G6,1,Unknown,Non,Oui
Studio for rent/ Studio à louer 1 min metro Sherbrooke,$1175.00,801 Rue Sherbrooke E Montréal QC H2L 0B7 Canada,1,Unknown,Oui,Non
5 1/2 a louer,$900.00,12244 Boulevard Langelier Montréal-Nord QC H1G 3M6 Canada,1,Unknown,Non,Non
Apartment à louer,$1450.00,H2X1X3 Canada,1,Unknown,Non,Oui
Lovely Furnished 2 BR in Village. 4 1/2 Everything Included.,$1825.00,1572 Rue Saint-André Montréal QC H2L 3T6 Canada,1,Unknown,Oui,Limité
Large 1Br fully furnished in the Village All included,$1380.00,1566 Rue Saint-André Montréal QC H2L 3T6 Canada,1,1,Oui,Non
Room for rent for a girl,$390.00,9244 Rue Jeanne-Mance Montréal QC H2N 1X7 Canada,Unknown,Unknown,Non,Unknown
Condo à louer 4½. Plateau - Parc Laurier.,$1950.00,5060 Mentana H2J 3C3 Montreal QC,1,Unknown,Non,Non
Plateau Parking // Stationnement du Plateau,$120.00,Boyer Christophe Colombe Ave Mont Royal Montreal H2J 3E5 QC Canada,Unknown,Unknown,Unknown,Unknown
CENTRE-VILLE - METRO SHERBROOKE * APPARTEMENTS 3 ½ TOUT INCLUS,$1095.00,3555 rue Berri Montreal QC H2L 4G4,1,Unknown,Non,Oui
Cherche une coloc pour une chambre pour un 4 1/2 dans NDG,$500.00,Benny Crescent Montreal QC H4B 2R1 Canada,Unknown,Unknown,Oui,Non
TRÈS BEAU 3 1/2 PLATEAU MONT-ROYAL LIBRE 1er DÉCEMBRE,$1350.00,4086 Rue Saint-Denis Montréal QC H2W 2M5 Canada,1,1,Oui,Non
Appartement 4 1/2 à louer Plateau * Rénové * Électros * Dispo *,$1449.00,4563 Rue de la Roche Montréal QC H2J 3J5 Canada,1,Unknown,Non,Non
FURNISHED ALL INCLUDED NDG 1 to 4 months 5min to metro,$1450.00,5231 Avenue Jacques-Grenier Montréal QC H3W 2G8 Canada,1,2 chambres et coin détente,Oui,Non
Vieux-Montréal Superbe 3½ avec vue parking intérieur,$1860.00,650 Rue Wellington Montréal QC H3C 1T3 Canada,1,Unknown,Non,Oui
5 ½ on De Lorimier - December 1st (furnished optional),$1200.00,2265 Avenue de Lorimier Montréal QC H2K 3X4 Canada,1,Unknown,Non,Oui
Need Indian girls,$200.00,666 Rue Sherbrooke Ouest Montréal QC H3A 1E7 Canada,Unknown,Unknown,Oui,Non
Grand appartement 5 1/2 Petite-Patrie,$1330.00,Rue Fabre Montréal QC H2G 2Z6 Canada,1,Unknown,Non,Limité
5 1/2 meublé à louer,$1900.00,H2W2C1 Canada,1,Unknown,Oui,Limité
Cession de bail 3 1/2 Parc Lafontaine entièrement rénové URGENT,$1325.00,2292 rue de Bordeaux H2K 3Y9 Montréal QC,1,Unknown,Non,Non
Chambre à louer dans un 4 1/2 à Hochelaga,$580.00, H1W3K5 Montreal QC Canada,Unknown,Unknown,Oui,Oui
Recherché :2 1/2 a louer,$500.00,444 Rue Moreau Saint-Eustache QC J7P 2M7 Canada,1,Unknown,Oui,Non
SUR 2 ETAGES 6 CH MEUBLE TT INCLUS PLACE-DES-ARTS,$4500.00,2080 Rue Clark Montréal QC H2X 2R7 Canada,2,Unknown,Oui,Non
Superbe condo tout équipé tout inclus bien situé avec terrasse,$2450.00, Montréal H2L 3J9 QC Canada,1,2,Oui,Non
Room for rent,$300.00,7355 Boulevard de l'Acadie Montréal QC H3N 2V6 Canada,Unknown,Unknown,Non,Non
chambre a louer JEUNE TRAVAILLEUR NON FUMEUR CALME,$395.00, Boul. Lacordaire- Boul. Léger h1g 1k4 QC Canada,Unknown,Unknown,Oui,Non
Condo 4 et demi luxueux - Nouveau Saint-Laurent / Bois-Franc,$1800.00,3655 Rue Jean-Gascon Saint-Laurent QC H4R 0K7 Canada,2,Unknown,Non,Non
Grand 3 1/2 rénové,$1400.00,6282 Rue Saint-Denis Montréal QC H2S 2R7 Canada,1,Unknown,Non,Limité
LUXUEUX RDC PETITE-ITALIE ROSEMONT,$2100.00,6991 Avenue Casgrain Montréal QC H2S 2Z9 Canada,1,Unknown,Non,Non
Recherché :LOOKING FOR A 4.5-5.5 UPPER OR LOWER DUPLEX APARTMENT MONTREAL,$Surdemande,montreal quebec canada ,1,Unknown,Non,Oui
rooms for rent,$500.00,460 Boulevard Saint-Joseph Lachine QC H8S 2L8 Canada,Unknown,Unknown,Oui,Non
Recherché :Montreal - Colocation Recherché Janvier / Looking for a room Jan,$Surdemande,1288 Avenue des Canadiens-de-Montréal Montréal QC H3B 3B3 Canada,Unknown,Unknown,Oui,Non
Large ROOM in BIG CONDO! SHARED SPACE! MODERN LIVING!,$599.00, Montreal h4a0a2 QC,Unknown,Unknown,Oui,Non
Large ROOM in BIG CONDO! SHARED SPACE! MODERN LIVING!,$699.00, Montreal h4a0a2 QC,Unknown,Unknown,Oui,Non
For to rent a louer Downtown Centre Ville 1 bedroom 3 1/2,$1495.00,1750 cedar Montreal QC H3G 1A3,1,Unknown,Non,Non
GRAND 2.5 PLATEAU PRÈS DU CENTRE- VILLE NOVEMBRE 2019,$920.00,3777 Saint-urbain Montreal QC H2W 1T5,1,Unknown,Non,Non
4 1/2 SAINT LAURENT 2155 BILLERON (ALEXIS NIHON),$925.00,2155 BILLERON SAINT LAURENT QC H4R 1L5,1,Unknown,Non,Non
Le Président Centre Ville LOFT,$1350.00,Des superbes appartements ! Montreal QC H3V 1C8,1,Unknown,Non,Oui
3 1/2 PLATEAU| RÉNOVÉ| MEUBLÉ| 2 MIN À PIED DU MÉTRO MONT-ROYAL,$1450.00,4546 Rue Resther Montréal QC H2J 2V3 Canada,1,Unknown,Oui,Non
LOCAL À LOUER MÉTROPOLITAINE - 4300 PI2,$12.00,325 cremazie ouest Montreal QC H2N 1L9,Unknown,Unknown,Non,Unknown
SHARED ROOM! MODERN LIVING! GREAT COMMUNITY! ROOM in BIG CONDO!,$449.00, Montreal h4a0a2 QC,Unknown,Unknown,Oui,Non
LOCAUX À LOUER - BLAINVILLE,$Surdemande,1070 BOUL. CURÉ-LABELLE Blainville QC J7C 2M7,Unknown,Unknown,Non,Unknown
Beautiful ROOM in BIG NEW CONDO! MODERN CONCEPT! GREAT COMMUNITY,$599.00, Montreal h4a0a2 QC,Unknown,Unknown,Oui,Oui
LOCAL COMMCERCIAL À LOUER - Jusqu'à 10000 PI2,$15.00,3075-3131 boul. Mascouche Mascouche QC J7K 3B7,Unknown,Unknown,Non,Unknown
~1200SF NEW CONDO medium/long/short/COURT term NEW BUILDING,$2599.00, Montreal H4a0a2 QC,2,Unknown,Oui,Oui
NEW CONDO ~1200SF medium/long/short/COURT term NEW BUILDING,$99.00,2022 Wilson Montreal h4a0a2 QC,2,2 chambres et coin détente,Oui,Oui
Métro Beaudry tous inclus libre 15 décembre internet illimité,$490.00,1452 de la visitation h2l 3b8 Montreal QC,Unknown,Unknown,Oui,Non
Grand Studio- Magnifique Unité moderne avec Électros neufs !!,$1299.00,4858 Chemin de la Côte-des-Neiges Montréal QC H3V 1G8 Canada,1,Unknown,Non,Oui
Pointe aux Trembles Grand 4 1/2 très propre peint 438 885 4425,$Surdemande,990 Joseph Janot H1A 5E8 Pointe aux Trembles AB,1,Unknown,Non,Limité
6 1/2 – Villeray-St Michel ensoleillé rdc duplex,$1680.00,9314 PARTHENAIS H1Z 2N7 Montréal QC,1,6 chambres ou plus,Non,Non
5 1/2 Villeray - Sous-location 1er janvier au 30 juin 2020,$1400.00, Montréal H2R 2S3 QC Canada,1,Unknown,Non,Limité
Colocataire recherchée jusqu'au 1er juillet 2020,$660.00,- H2C 2S6 Montréal QC,Unknown,Unknown,Oui,Non
House for Rent in Villeray,$1200.00, Montreal H2E 2M6 QC Canada,1,Unknown,Non,Non
chambre a louer,$450.00, montreal h1l4n4 QC Canada,Unknown,Unknown,Oui,Non
chambre POUR JEUNE QUI TRAVAILLE NON FUMEUR ET CALME,$395.00, Boul. Lacordaire- Boul. Léger h1g 1k4 QC Canada,Unknown,Unknown,Oui,Non
Apartment/Condo Elegantly appointed FULLY FURNISHED for Rent,$1550.00,1000 Boulevard René-Lévesque E Montréal QC H2L 5E2 Canada,1,Unknown,Oui,Non
4 1/2 Villeray tout meublé,$1275.00,7449 Avenue De Chateaubriand Montréal QC H2R 2L7 Canada,1,Unknown,Oui,Limité
8 et 1/2 Rénové Métro Laurier avec Stationnement,$2675.00,412 Boulevard Saint-Joseph Est Montréal QC H2J 1J5 Canada,1,Unknown,Non,Non
CÔTE-DES-NEIGES -4 1/2 Modernisé PROMO 1er MOIS GRATUIT !!,$1959.00,4858 Chemin de la Côte-des-Neiges Montréal QC H3V 1G8 Canada,2,Unknown,Non,Oui
VILLAGE- 1 CHAMBRE @ VSL -514-856-0038,$850.00,975 Du Ruisseau Saint Laurent QC H4L 1E2,1,Unknown,Non,Oui
Neuf 1 chambre Condo Appartements à louer--Ahuntsic-Cartierville,$1400.00,500 rue Sauvé Est Montreal QC H3L 2G2,1,Unknown,Non,Non
2cc-2bdrm-Condo Appartement à louer -Ville-Marie- Montréal- UQAM,$1990.00,1325 Saint Andre Montreal QC H2L 0G6,1,Unknown,Non,Oui
CENTRE-VILLE-PLATEAU-METRO PLACE DES ARTS APPARTEMENT 1 ½ MEUBLÉ,$995.00,3475 Saint-Urbain Montreal QC H2X 2N4,1,Unknown,Oui,Oui
Stationnement Bassins du Havre a louer 230.00$/m.,$230.00,1500 Rue des Bassins Montréal QC H3C 0N3 Canada,Unknown,Unknown,Unknown,Unknown
Outremont - Beautiful 5 1/2 Renovated - Parking+Basement,$2250.00,1580 Avenue Van Horne Outremont QC H2V 1L5 Canada,1,Unknown,Non,Limité
Room in beautiful 7 1/2 NDG,$450.00,5458 Ndg H3x1y6 QC Canada,Unknown,Unknown,Non,Oui
ONE bedroom Near Atwater Metro,$749.00,3025 Rue Sherbrooke.W ,Unknown,Unknown,Oui,Non
Recherché: 4 1/2 meublé max. $1200 for January 1st,$1200.00, Montreal H2Z 1K8 QC Canada,1,Unknown,Oui,Non
Condo avec stationnement dans le Vieux-Montreal à louer,$1950.00,607 Rue Gosford Montréal QC H2Y Canada,1,Unknown,Non,Non
Condo with Garage for Rent in Old Montreal,$1950.00,777 Rue Gosford Montréal QC H2Y 4B7 Canada,1,Unknown,Non,Non
Saint-Henri - Brand new 4 1/2 Renovated - Metro St-Henri,$1500.00,4873 Rue Notre-Dame Ouest Montréal QC H4C 1S9 Canada,1,Unknown,Non,Limité
La Tour Lafontaine: Apartment for rent in Downtown Montreal,$1550.00,1025 Sherbrooke St E Montreal QC H2L 1L4,1,Unknown,Non,Oui
Condo à louer meublé avec les services,$2500.00,4050 Rue de Verdun Montréal QC H4G 1K9,1,2,Oui,Non
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
EXCEPTIONNEL Local Commercial au Cœur du Plateau,$2500.00,3914 Rue Saint-Denis Montréal QC H2W 2M2 Canada,Unknown,Unknown,Non,Unknown
Chambre à louer dans le Mile-End - 1er javier 2020,$600.00, Montréal H2T 2P7 QC Canada,Unknown,Unknown,Oui,Non
Appartement tout inclus - location au mois,$1500.00,5872 rue dangora H1W1E2 Montreal QC,1,1 chambre et salon,Oui,Non
2054 Claremont Avenue: Apartment for rent in Westmount,$1700.00,2054 Claremont Avenue Montreal QC H3Z 2P8,1,Unknown,Non,Oui
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
Le Mistral: Apartment for rent in Villeray Neighbourhood,$1279.00,1121 Rue Mistral Montreal QC H2P 2X7,1,Unknown,Non,Oui
Jolie deux chambres ROSEMONT,$1800.00,H1Y 1R1 Canada,1,Unknown,Oui,Non
1 furnished in 2 bdrm Apt in the Village for Rent Immediately!,$600.00,1180 Rue Alexandre-DeSève Montréal QC H2L 2T9 Canada,Unknown,Unknown,Oui,Non
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
for to rent 2 bedrooms Downtown Centre Ville 41/2 Westmount adj,$1695.00,3555 Atwater Montreal QC H3H 1Y3,1,Unknown,Non,Non
Super 4-1/2 Côte-Saint-Luc / Cavendish Meublé/Furnished,$1600.00,5510 Robinson Côte Saint-Luc QC H4V 2P5,1,2,Unknown,Non
4 1/2 downtown FURNISHED APARTMENT McGill,$1499.00,3435-3441 JEANNE MANCE Montreal QC H2X 2J7,1,Unknown,Non,Oui
for to rent 1 bedroom Downtown adj Westmount 31/2 3 1/2 McGill,$1350.00,3555 Atwater Montreal QC H3H 1Y3,1,Unknown,Non,Non
Condo à louer-Griffintown - Canal Lachine Marché Atwater,$1950.00,1705 rue William Montreal QC H3J 1R3,1,Unknown,Non,Non
4 1/2 - 1111 Arthur-Lismer apt 307 Ahuntsic - 1350$,$1350.00,1111 Rue Arthur Lismer Montréal QC H4N 3J3 Canada,1,Unknown,Non,Non
CHAMBRE POUR JEUNE TRAVAILLEUR CALME ET NON FUMEUR,$395.00, Boul. Lacordaire- Boul. léger h1g 1k4 QC Canada,Unknown,Unknown,Oui,Non
Métro Beaudry UQÀM Cégep du Vieux 3 1/2 845$ par mois,$845.00, Montréal H2L 3E8 QC Canada,1,Unknown,Non,Non
Recherché :Looking for Apartment!!,$Surdemande,H2L4E3 Canada,1,Unknown,Non,Non
3 1/2 Tétreaultville électricité et eau chaude inclus,$800.00,9105 Rue Sainte-Claire Montréal QC H1L 1Z5 Canada,1,Unknown,Non,Oui
Condo à louer meublé avec les services,$3000.00,1580 Van Horne Montréal QC H2V 1L5,1,2,Oui,Non
Association des propriétaires du Québec,$Surdemande,10720 Boulevard St-Laurent Montréal QC H3L2P7,1,Unknown,Non,Not Available
Recherché :Recherche appartement meublés tout inclus,$Surdemande,Avenue Papineau Montréal QC H2G 2X3 Canada,1,Unknown,Oui,Non
chambre à louer pour JEUNE QUI TRAVAILLE CALME ET NON FUMEUR,$395.00, Boul. lacordaire- Boul. Léger h1g 1k4 QC Canada,Unknown,Unknown,Oui,Non
Beautiful 2 bedroom condo for rent -Ville Saint-Laurent,$2200.00,800 rue Muir Ville Saint-Laurent QC H4L 5N5,2,Unknown,Oui,Non
Condo loué meublé avec les services,$35.00,1100 Rue Ste-Catherine E Montréal QC H2L 2G5,Unknown,Unknown,Oui,Unknown
CHAMBRE À LOUER,$650.00,1491 STE-CATHERINE EST Montréal H2L2H9 QC,Unknown,Unknown,Oui,Non
